"","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueDragons","blueHeralds","blueTowersDestroyed","blueAvgLevel","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueWins","blueGoldDiff","blueExperienceDiff"
"7085",1,-1,1,2,-2,2,1,1,0,0,0.2,-14,21,1,615,12
"7086",-4,-1,1,2,-2,1,1,1,0,0,0.600000000000001,46,-8,1,2101,1400
"7087",6,1,-1,-4,4,0,1,1,0,0,-0.4,1,-16,0,-1079,-2292
"7088",-7,1,-1,-6,6,-2,-1,-1,0,0,-0.4,14,22,0,-1189,-1074
"7089",-22,4,-1,-1,1,3,-1,-1,0,0,-0.4,4,-29,0,-1258,-725
"7090",2,-2,1,-2,2,-1,-1,-1,0,0,-0.600000000000001,-51,0,0,-2416,-2808
"7091",14,0,1,8,-8,12,0,0,0,0,0.6,29,5,1,4519,2852
"7092",-3,1,1,6,-6,1,2,1,1,0,0.2,14,-8,1,2276,1971
"7093",-9,3,1,11,-11,10,2,1,1,0,0.6,-19,23,1,4266,2910
"7094",-10,-1,-1,1,-1,3,0,1,-1,0,0.2,-27,6,0,378,321
"7095",-25,-5,-1,2,-2,-3,1,1,0,0,0.600000000000001,16,-1,1,879,1795
"7096",30,2,1,0,0,3,0,0,0,0,-0.399999999999999,-10,-2,1,550,-371
"7097",-2,5,-1,3,-3,4,0,0,0,0,0.399999999999999,33,-7,1,2064,2124
"7098",1,2,-1,2,-2,0,-1,-1,0,0,0,-4,-21,1,831,8
"7099",1,2,1,5,-5,8,-1,-1,0,0,-0.2,-3,-5,1,2590,682
"7100",-22,12,-1,3,-3,4,0,0,0,0,0.2,-5,1,1,1434,1040
"7101",6,-1,1,2,-2,-2,0,0,0,0,0.4,31,-6,1,1938,1013
"7102",-21,-5,-1,-2,2,-2,-1,-1,0,0,-0.600000000000001,-41,-13,1,-1129,-1742
"7103",-15,-1,-1,2,-2,4,-1,-1,0,0,-0.2,-17,-50,0,-1182,-2730
"7104",-1,0,1,3,-3,5,-1,0,-1,0,0.4,24,-5,1,2947,2247
"7105",3,1,1,3,-3,8,0,0,0,0,0.2,6,-7,1,1625,121
"7106",-1,1,-1,-3,3,-6,-1,-1,0,0,0.2,-15,3,0,-934,-732
"7107",4,1,1,5,-5,4,0,1,-1,0,0.600000000000001,12,23,1,3154,1720
"7108",0,1,1,0,0,3,-1,-1,0,0,0.2,22,-14,0,30,-249
"7109",-1,1,-1,0,0,0,-1,-1,0,0,-0.4,2,-7,0,-1050,88
"7110",1,2,1,-3,3,-3,2,1,1,0,-0.399999999999999,-60,50,0,-1885,-1025
"7111",7,-1,1,2,-2,2,0,0,0,0,-0.399999999999999,27,-11,1,925,-400
"7112",7,-2,1,0,0,1,0,0,0,0,-0.2,-54,23,0,-1370,-1220
"7113",27,-17,1,2,-2,1,-1,-1,0,0,0.4,30,20,1,1577,2582
"7114",-2,2,-1,3,-3,2,1,1,0,0,0.399999999999999,40,-13,1,1769,1175
"7115",8,2,1,7,-7,8,1,1,0,0,0.800000000000001,-3,2,1,3619,3192
"7116",10,0,1,-1,1,-3,-1,-1,0,0,0,13,7,1,65,-273
"7117",-1,-1,1,6,-6,12,1,1,0,0,0.4,-6,23,1,4311,2572
"7118",-11,-1,-1,2,-2,7,1,1,0,0,0,-55,-5,0,45,-351
"7119",3,1,1,0,0,2,0,-1,1,0,-0.2,-10,-6,0,-313,-701
"7120",-11,3,1,2,-2,1,0,0,0,0,0.399999999999999,39,28,1,3094,1999
"7121",-1,1,-1,7,-7,5,0,0,0,0,1.2,74,-3,1,4879,3774
"7122",3,-3,1,1,-1,5,1,1,0,0,0.199999999999999,-17,8,0,182,-159
"7123",-1,5,-1,-2,2,3,2,1,1,0,0,15,16,0,-1212,972
"7124",27,0,1,1,-1,3,2,1,1,0,-0.2,-20,14,0,-365,-267
"7125",-9,-3,1,3,-3,3,0,0,0,0,-0.2,-58,2,0,-24,-1070
"7126",0,1,-1,-5,5,-5,1,1,0,0,-0.4,12,-2,1,-1190,-1443
"7127",3,-2,1,1,-1,0,-1,-1,0,0,-0.2,-37,-24,1,-1800,-2200
"7128",9,0,-1,-5,5,-9,-1,-1,0,0,-0.4,-41,5,0,-2442,-1427
"7129",2,-2,1,-4,4,-7,-1,-1,0,0,-0.600000000000001,-25,-23,0,-2816,-2760
"7130",4,0,1,4,-4,1,1,1,0,0,1.2,99,-1,1,3629,5111
"7131",-2,1,1,5,-5,6,-1,-1,0,0,0.600000000000001,16,8,1,4093,1925
"7132",21,2,-1,-1,1,0,1,1,0,0,0.2,38,8,0,26,693
"7133",26,1,-1,-6,6,-8,2,1,1,0,-0.2,2,9,1,-1949,-18
"7134",-9,3,-1,-4,4,1,-2,-1,-1,-1,-0.600000000000001,-79,13,1,-3860,-1719
"7135",0,-4,1,-3,3,-10,-1,-1,0,0,-0.2,39,-3,0,-921,-1198
"7136",-1,1,-1,0,0,3,0,1,-1,0,0,-19,12,0,-348,-611
"7137",-2,0,-1,-4,4,-3,-1,-1,0,0,-0.6,-52,-7,0,-4079,-2994
"7138",5,1,-1,1,-1,5,-2,-1,-1,0,0.2,11,3,0,936,704
"7139",5,2,-1,-5,5,-9,-2,-1,-1,0,-0.2,22,-16,0,-2115,-456
"7140",14,-3,1,3,-3,4,1,1,0,0,-0.2,6,-5,1,1204,349
"7141",3,0,1,-3,3,0,-1,-1,0,0,0,-31,26,0,-1309,-1408
"7142",2,0,1,1,-1,-1,-1,-1,0,0,0,41,-1,0,1212,1107
"7143",-33,-2,-1,-9,9,-5,0,0,0,0,-1,-24,-35,0,-5040,-6118
"7144",1,3,1,6,-6,8,1,1,0,0,0.4,21,8,1,2532,1722
"7145",18,1,1,5,-5,4,2,1,1,1,0.800000000000001,47,1,1,3863,2639
"7146",1,-3,-1,-5,5,-7,0,-1,1,0,-0.8,-21,4,0,-2545,-1541
"7147",0,0,1,-2,2,-5,-1,-1,0,0,0.2,-19,5,1,-517,-425
"7148",-26,1,-1,-1,1,-6,-2,-1,-1,-1,-0.600000000000001,-24,-1,0,-3288,-2511
"7149",3,1,1,3,-3,2,0,-1,1,0,0.600000000000001,-17,-10,1,818,1913
"7150",2,-1,1,3,-3,6,1,1,0,0,-0.2,-29,-6,0,312,-613
"7151",1,1,1,5,-5,2,0,0,0,0,0.4,-9,5,1,1496,1758
"7152",0,2,1,7,-7,5,1,1,0,0,0.8,34,8,1,3586,2697
"7153",-2,-1,-1,-2,2,-5,-1,-1,0,0,0.4,29,13,0,-33,1233
"7154",-10,4,1,-1,1,1,-1,-1,0,0,0,9,-1,1,390,-300
"7155",-4,3,-1,-2,2,-1,-1,-1,0,0,0,-49,-12,1,-1295,-1230
"7156",40,1,1,3,-3,6,-1,-1,0,0,0,-45,-1,0,534,89
"7157",-6,-3,-1,-9,9,-9,1,1,0,0,-0.800000000000001,1,-1,0,-4780,-3425
"7158",0,0,1,-2,2,2,-1,-1,0,0,-0.2,20,4,0,668,-462
"7159",-2,-2,-1,-6,6,-11,0,0,0,0,-0.600000000000001,3,-15,0,-2954,-2865
"7160",2,0,1,-8,8,-15,-1,-1,0,0,-0.600000000000001,-18,10,0,-3903,-2090
"7161",-6,4,1,4,-4,3,-1,-1,0,0,0,42,-9,1,2004,385
"7162",-7,2,-1,-7,7,-4,-1,-1,0,0,-0.600000000000001,-52,-4,0,-5048,-4145
"7163",21,1,-1,0,0,-6,-1,-1,0,0,0.6,-25,22,0,597,1596
"7164",-1,2,1,3,-3,2,2,1,1,0,0,-23,6,0,-503,-790
"7165",77,-1,-1,1,-1,1,-1,-1,0,0,0.4,-31,0,0,-376,1005
"7166",1,0,-1,2,-2,-1,2,1,1,0,0.2,15,14,1,1162,2078
"7167",5,-2,1,10,-10,13,1,1,0,0,1,9,24,1,5831,4588
"7168",-5,2,1,0,0,0,-1,-1,0,1,0.2,13,24,1,1917,1322
"7169",2,-1,1,8,-8,10,1,1,0,0,0.4,-9,-4,1,3222,2205
"7170",-3,0,-1,-5,5,-6,-1,-1,0,0,-0.4,-4,-12,0,-3148,-2107
"7171",0,1,-1,-3,3,-2,1,1,0,0,-0.600000000000001,-24,2,0,-2399,-1527
"7172",-1,-1,-1,-3,3,-5,0,-1,1,0,-0.2,-9,9,0,946,-439
"7173",-20,1,-1,0,0,-1,0,-1,1,1,0.6,23,20,1,2533,1524
"7174",-1,0,-1,-8,8,-11,-2,-1,-1,0,-1,-8,-18,0,-4680,-3190
"7175",-18,0,1,3,-3,6,0,1,-1,0,0.4,1,-32,1,1348,1158
"7176",4,1,1,4,-4,1,-1,-1,0,0,0.4,36,3,1,2763,1667
"7177",2,-1,1,0,0,2,1,1,0,0,-0.4,-14,-12,1,-808,-1078
"7178",1,-1,-1,-3,3,-5,1,1,0,0,-0.6,-54,3,0,-2791,-2142
"7179",-35,0,-1,-3,3,-2,-1,-1,0,0,-0.2,-13,1,0,-1199,-752
"7180",0,-1,1,7,-7,2,1,1,0,0,0.600000000000001,0,9,1,2712,1181
"7181",5,-3,-1,-6,6,0,-1,-1,0,0,-1.2,-64,-8,0,-4266,-4094
"7182",4,-2,1,5,-5,5,1,0,1,0,0.4,42,0,1,3380,1666
"7183",24,3,1,8,-8,13,1,1,0,0,0.6,14,-32,1,3648,1867
"7184",0,0,1,3,-3,0,0,0,0,0,0.4,27,24,1,2320,2234
"7185",-2,-1,-1,-4,4,-2,0,0,0,0,-0.2,-5,-9,0,-1754,-1471
"7186",27,1,1,0,0,-7,2,1,1,0,0,16,33,1,411,-493
"7187",70,-1,1,9,-9,11,1,1,0,0,0.8,9,11,1,3965,3505
"7188",1,-3,-1,-9,9,-10,-1,-1,0,0,-0.4,-17,21,0,-3441,-1825
"7189",-4,0,-1,-4,4,-2,1,1,0,0,-0.4,-7,-5,1,-1864,-1069
"7190",-3,1,1,6,-6,8,-1,0,-1,0,0.2,46,-10,1,3653,1553
"7191",-36,3,1,1,-1,4,0,-1,1,0,0,27,-3,1,1449,521
"7192",0,0,-1,-3,3,-1,-1,-1,0,0,-0.2,-10,-12,0,-1782,-754
"7193",-4,-2,1,-2,2,-5,2,1,1,0,-0.2,-36,8,0,-1711,-303
"7194",-1,1,-1,-1,1,-3,0,0,0,0,0,18,6,1,322,1046
"7195",0,-3,1,-3,3,1,-1,-1,0,0,-0.6,-58,-19,0,-2277,-2919
"7196",21,1,-1,0,0,1,-1,-1,0,0,0,0,6,1,310,536
"7197",0,1,-1,-2,2,-3,-2,-1,-1,0,-0.2,22,-7,0,-404,-1058
"7198",0,-3,-1,-1,1,-3,-1,-1,0,0,0,9,0,0,-706,-1460
"7199",0,2,1,-1,1,-2,2,1,1,0,0,22,15,0,651,748
"7200",0,1,1,3,-3,10,0,0,0,0,-0.600000000000001,-12,-51,1,784,-2929
"7201",5,0,1,-2,2,3,0,1,-1,0,-0.2,-20,-4,0,-1966,-1549
"7202",23,-1,-1,-4,4,-6,0,-1,1,0,0,-29,5,1,-2651,-1289
"7203",-67,1,-1,-4,4,-3,-1,-1,0,0,-0.600000000000001,-9,-3,0,-1731,-1553
"7204",2,-2,1,2,-2,2,0,0,0,0,0.2,-27,11,0,1255,277
"7205",71,0,-1,-1,1,3,-1,-1,0,0,0,22,0,1,569,304
"7206",4,0,1,4,-4,4,0,0,0,0,0.2,34,-1,0,2326,987
"7207",-6,-2,1,1,-1,0,0,-1,1,0,0.2,24,30,0,1369,1440
"7208",-44,5,-1,0,0,-3,0,1,-1,0,0.2,0,5,1,-261,443
"7209",19,-11,-1,-3,3,-4,-2,-1,-1,0,0,31,12,0,11,-139
"7210",5,2,-1,4,-4,8,1,1,0,0,0.2,-11,-16,1,1120,10
"7211",0,-1,-1,-5,5,-9,-1,-1,0,0,-0.4,7,5,0,-1887,-587
"7212",-5,-2,-1,-2,2,-5,0,0,0,0,-0.2,19,-4,0,-155,-51
"7213",-2,0,1,5,-5,6,0,0,0,0,0.2,7,-5,1,1931,1567
"7214",80,1,1,2,-2,10,1,1,0,0,0,-9,13,1,1896,-423
"7215",2,1,1,1,-1,-1,-1,-1,0,0,0.2,23,3,0,501,642
"7216",2,-5,-1,-3,3,-2,1,0,1,0,-0.2,-41,26,0,-1271,101
"7217",-2,-1,-1,-4,4,-3,-1,-1,0,0,-0.600000000000001,-7,-16,1,-2811,-2298
"7218",-3,2,1,0,0,0,1,1,0,0,0,-37,-22,0,-1070,-893
"7219",30,-3,-1,1,-1,6,-1,0,-1,0,-0.2,-30,-9,1,-559,-794
"7220",11,-2,1,5,-5,1,-1,-1,0,1,0.800000000000001,46,-8,1,3202,2467
"7221",1,0,1,-1,1,-5,-1,0,-1,0,0,25,11,0,731,44
"7222",90,-2,-1,-3,3,-4,1,1,0,0,-0.2,-12,-8,0,-2497,-1239
"7223",-3,0,1,-5,5,2,0,0,0,-1,-0.6,-39,-27,0,-4853,-3538
"7224",15,4,1,-1,1,-4,0,-1,1,0,0.600000000000001,-6,9,0,-164,1358
"7225",3,-5,1,-6,6,-4,-1,-1,0,-1,-0.600000000000001,-49,-14,0,-3954,-1940
"7226",6,0,-1,0,0,-5,1,1,0,0,0.4,29,5,0,176,943
"7227",-40,-2,-1,-5,5,-4,0,1,-1,0,-0.600000000000001,-15,-9,0,-2720,-2419
"7228",-28,-1,-1,1,-1,1,-2,-1,-1,0,0.2,-14,4,0,226,557
"7229",-1,0,1,-1,1,-7,0,1,-1,-2,0.2,25,-14,0,-2215,-138
"7230",-2,2,1,3,-3,6,1,1,0,0,0,-18,-19,0,1071,-35
"7231",3,-2,-1,-8,8,-11,-1,-1,0,0,-0.600000000000001,-38,5,0,-4534,-2709
"7232",-11,3,-1,3,-3,6,0,0,0,0,0.2,-10,-3,1,287,289
"7233",2,-1,1,7,-7,7,2,1,1,0,0.600000000000001,35,12,1,4064,2564
"7234",24,1,1,7,-7,4,2,1,1,1,0.6,31,8,1,5475,3713
"7235",0,2,-1,3,-3,4,0,0,0,0,0.2,12,0,0,2070,1331
"7236",30,0,-1,-7,7,-9,0,0,0,0,-0.800000000000001,-73,-15,0,-5293,-3777
"7237",-2,-3,-1,-6,6,-6,-1,-1,0,0,-1,-45,-17,0,-4231,-3158
"7238",-3,-1,1,1,-1,-1,0,0,0,0,0.2,26,4,1,1563,901
"7239",2,0,-1,-3,3,-8,-1,-1,0,0,0.2,9,3,1,-978,-535
"7240",3,-4,-1,-1,1,-3,0,0,0,0,0,-38,18,0,-1625,-442
"7241",-6,3,-1,0,0,-2,-1,-1,0,0,-0.2,0,4,0,-255,1128
"7242",-4,4,1,0,0,2,1,1,0,0,-0.4,-21,-12,0,-578,-1149
"7243",-1,-2,1,-11,11,-11,1,1,0,0,-1.2,-69,3,0,-5683,-5256
"7244",-8,-2,1,-4,4,-9,0,0,0,0,-0.399999999999999,-23,19,0,-1492,-1219
"7245",1,-2,-1,-5,5,-7,0,0,0,0,-0.4,-43,10,0,-3056,-2462
"7246",-3,0,-1,-3,3,-3,-2,-1,-1,0,-0.2,-48,17,0,-1857,-699
"7247",0,1,-1,-2,2,-4,0,1,-1,-1,-0.2,-12,48,1,-2042,-436
"7248",5,1,1,5,-5,6,1,1,0,0,0.4,17,-17,1,2647,1140
"7249",6,1,-1,-4,4,-2,0,0,0,-1,-0.600000000000001,-43,4,0,-5011,-2444
"7250",-13,-3,1,7,-7,5,1,0,1,2,0.4,33,-36,1,4343,2636
"7251",-20,-3,-1,-3,3,-5,-2,-1,-1,0,-0.2,35,5,0,-192,-287
"7252",4,-2,-1,4,-4,6,1,1,0,0,0.6,32,21,1,3066,2798
"7253",9,1,1,10,-10,12,-2,-1,-1,0,0.600000000000001,39,-9,1,4694,2781
"7254",-1,0,-1,-3,3,-4,-2,-1,-1,-1,-0.4,-43,-28,0,-3968,-2461
"7255",1,5,1,2,-2,1,1,1,0,0,0.600000000000001,3,15,1,786,1888
"7256",-1,3,1,5,-5,8,-1,-1,0,0,0.600000000000001,-23,4,1,2444,561
"7257",-2,0,1,-1,1,0,0,0,0,0,0.2,26,20,1,691,696
"7258",-123,-2,-1,-5,5,-8,1,1,0,0,-0.4,-20,0,1,-2820,-1143
"7259",-2,0,-1,-1,1,-1,1,1,0,0,0,13,25,1,246,217
"7260",-1,-3,-1,-1,1,-1,0,0,0,0,-0.2,-15,-9,1,-864,-865
"7261",0,0,-1,-1,1,-2,1,1,0,0,0,-13,13,1,-858,847
"7262",-20,1,-1,-3,3,0,0,0,0,0,-0.2,2,-21,0,-1775,-722
"7263",-2,-1,1,3,-3,6,1,1,0,0,0.2,-17,5,0,1455,602
"7264",-5,3,-1,-3,3,-6,-1,-1,0,0,0,-20,-4,1,-1878,-178
"7265",-22,3,-1,1,-1,1,0,1,-1,1,0,36,4,1,2755,1492
"7266",17,2,1,6,-6,5,1,1,0,0,0.800000000000001,25,-4,1,3003,3063
"7267",4,-2,1,4,-4,7,1,1,0,0,0.2,20,-9,1,1894,99
"7268",28,5,1,1,-1,2,0,1,-1,-1,0.2,20,0,0,-522,269
"7269",1,0,-1,3,-3,5,1,1,0,0,0.4,4,23,1,1992,2096
"7270",-1,-1,-1,0,0,0,-2,-1,-1,0,-0.2,-13,-21,1,-1256,-559
"7271",23,2,-1,-2,2,1,0,0,0,0,-0.2,-6,-11,0,-1127,-2006
"7272",17,2,1,-3,3,3,2,1,1,0,-0.4,-21,-6,0,-1186,-1760
"7273",-23,0,1,3,-3,4,2,1,1,-1,-0.4,-37,0,0,-1328,-1142
"7274",-1,1,1,-1,1,2,-1,-1,0,0,-0.4,-53,-27,0,-1818,-2061
"7275",4,-1,1,-1,1,-4,0,0,0,0,0,26,-15,0,-1228,11
"7276",-1,3,1,-5,5,-5,1,1,0,0,-0.2,-33,7,0,-2638,-1671
"7277",2,-1,-1,1,-1,2,-2,-1,-1,0,0.2,-25,-4,1,41,178
"7278",1,-1,1,4,-4,5,1,1,0,0,0.2,12,-12,1,1446,-143
"7279",0,0,-1,-5,5,-6,-1,-1,0,0,0,-6,-13,0,-2782,-1742
"7280",40,-1,-1,-2,2,-4,-1,-1,0,0,-0.600000000000001,26,-23,0,-310,-392
"7281",2,0,1,-1,1,-4,-1,-1,0,0,0,19,-2,0,699,-254
"7282",19,-1,-1,-5,5,-3,0,1,-1,0,-0.2,4,13,0,-2785,-453
"7283",15,1,-1,-3,3,-2,0,0,0,0,-0.2,-22,7,0,-1681,41
"7284",35,2,1,2,-2,5,-1,0,-1,0,0,-47,8,0,-189,-211
"7285",0,1,-1,2,-2,3,1,1,0,0,0.600000000000001,6,17,1,791,1138
"7286",-1,-1,-1,-1,1,-7,1,1,0,-1,0.399999999999999,29,-1,0,-1248,503
"7287",-3,4,1,9,-9,12,0,1,-1,0,0.800000000000001,27,-12,0,4188,2399
"7288",1,0,-1,6,-6,0,-1,-1,0,0,1,36,15,1,3301,3347
"7289",-3,1,1,-4,4,-3,-1,-1,0,0,-0.8,-6,1,0,-2944,-2835
"7290",0,3,-1,5,-5,7,1,1,0,0,0.800000000000001,42,-18,0,2800,2474
"7291",-20,0,-1,2,-2,2,0,1,-1,0,0.2,49,4,0,1178,2223
"7292",0,-2,-1,-3,3,-7,-2,-1,-1,0,0.4,36,0,0,-900,267
"7293",-1,1,-1,-6,6,-9,-2,-1,-1,0,-0.600000000000001,-58,15,0,-4204,-2138
"7294",141,1,1,3,-3,5,1,1,0,0,0.4,17,11,1,2196,1245
"7295",-16,5,-1,4,-4,11,1,0,1,0,0.2,12,-12,1,1711,264
"7296",-26,-1,-1,-4,4,-3,-1,-1,0,0,-0.4,-3,-35,1,-2560,-1275
"7297",3,2,-1,0,0,0,1,1,0,0,-0.600000000000001,-20,0,0,-1768,-2230
"7298",-30,2,-1,4,-4,7,0,0,0,0,0.600000000000001,-16,-7,1,1436,1824
"7299",-3,1,1,1,-1,6,-1,-1,0,0,0,-9,-20,0,342,-646
"7300",6,-1,-1,-1,1,0,1,1,0,0,0.199999999999999,26,8,0,170,1174
"7301",-2,-2,-1,-8,8,-10,-2,-1,-1,0,-0.600000000000001,-55,1,0,-5373,-4474
"7302",-18,-1,-1,0,0,0,-1,-1,0,0,0,49,-11,0,360,1102
"7303",-1,1,1,-1,1,4,-1,-1,0,0,-0.600000000000001,-7,-5,0,-448,-1140
"7304",-1,-1,-1,-9,9,-9,0,0,0,0,-0.2,6,8,1,-2089,-835
"7305",1,2,-1,-7,7,-7,-1,-1,0,0,-0.2,-29,2,0,-3709,-1017
"7306",-22,3,1,6,-6,0,0,0,0,0,0.600000000000001,19,19,1,2961,2627
"7307",-3,0,-1,-1,1,-2,-1,-1,0,0,-0.6,-65,-23,0,-2825,-3105
"7308",0,2,1,5,-5,13,1,1,0,0,0.4,-17,9,0,2841,1484
"7309",25,-14,-1,-5,5,-6,-1,-1,0,0,-0.8,-44,-22,0,-3253,-3049
"7310",12,-8,-1,4,-4,5,0,0,0,0,0.2,13,8,1,2746,999
"7311",37,-4,-1,-5,5,-3,-1,-1,0,0,-0.4,-33,-11,0,-2502,-1811
"7312",0,-1,-1,-2,2,-4,0,0,0,0,0.2,-14,17,0,-1270,1023
"7313",-1,0,-1,0,0,-2,-2,-1,-1,0,-0.2,-22,-29,0,-1495,-801
"7314",-3,0,1,-7,7,-16,-1,-1,0,0,-0.6,13,-8,0,-2432,-1788
"7315",4,1,1,6,-6,5,-1,-1,0,0,0.4,52,-17,1,3884,2224
"7316",-2,0,-1,-4,4,-13,-1,-1,0,0,-0.2,9,-12,0,-2133,-256
"7317",-11,1,1,8,-8,12,1,1,0,0,0.8,26,27,1,4973,3174
"7318",-13,-1,1,1,-1,-1,-1,-1,0,0,-0.2,-14,-1,1,338,-272
"7319",-5,-3,-1,-5,5,-5,-1,-1,0,0,-0.4,5,-24,0,-3099,-1695
"7320",39,1,-1,-2,2,-4,1,1,0,0,0.2,-21,1,0,-1655,-881
"7321",6,5,1,1,-1,3,1,0,1,0,0.2,47,-1,1,2788,558
"7322",1,1,-1,1,-1,-3,2,1,1,0,0.2,22,3,1,508,1164
"7323",-42,3,-1,-4,4,-2,-1,-1,0,0,-0.600000000000001,-22,-14,0,-2955,-3054
"7324",-35,0,-1,-7,7,-11,-1,-1,0,0,-0.2,17,-6,1,-2082,-527
"7325",0,0,1,4,-4,9,0,-1,1,0,0.2,43,7,0,3117,1580
"7326",1,1,1,5,-5,4,1,1,0,0,0,4,-11,1,2153,799
"7327",42,1,1,-1,1,-2,0,0,0,0,-0.2,-6,1,1,-625,-945
"7328",2,2,-1,-4,4,-2,1,0,1,0,-0.2,-20,4,0,-1657,-1200
"7329",-1,-3,-1,-1,1,2,0,0,0,0,-0.399999999999999,-6,-18,0,-893,-670
"7330",1,-2,1,3,-3,4,-1,-1,0,0,0.2,24,-14,1,1618,934
"7331",-5,5,-1,4,-4,-1,1,1,0,0,0.4,17,-5,1,958,2603
"7332",-43,-6,-1,-4,4,-9,1,1,0,0,-0.600000000000001,-11,-16,0,-2459,-2110
"7333",-19,0,-1,-3,3,-4,-1,-1,0,0,0.2,7,15,0,-816,172
"7334",-30,1,1,2,-2,3,0,0,0,0,0.4,72,4,1,3560,2311
"7335",-2,1,-1,5,-5,7,0,0,0,0,0.4,-10,14,1,2763,2232
"7336",-4,0,1,-6,6,-10,-2,-1,-1,0,-0.800000000000001,-67,-12,0,-4659,-3884
"7337",-1,4,1,-2,2,-3,1,1,0,0,0.399999999999999,-3,6,1,98,976
"7338",1,2,1,2,-2,-2,0,0,0,0,0.6,15,36,1,1922,1355
"7339",7,1,1,7,-7,9,0,1,-1,1,0.6,42,-16,1,4783,2851
"7340",9,-2,1,7,-7,7,0,-1,1,0,0,7,-24,1,2393,675
"7341",-93,0,1,1,-1,1,0,-1,1,0,0.2,14,-16,1,1334,-236
"7342",9,0,1,5,-5,9,1,1,0,0,0.4,27,-1,1,3193,1212
"7343",1,1,1,1,-1,0,-1,-1,0,0,0,-36,9,1,-992,-490
"7344",14,2,-1,3,-3,3,-1,-1,0,0,0.2,-30,-9,0,715,545
"7345",4,-2,1,2,-2,1,0,0,0,0,0.600000000000001,15,24,1,1136,2782
"7346",2,-2,-1,-3,3,0,0,0,0,0,-1,-24,-24,0,-3133,-3803
"7347",0,0,-1,-2,2,-2,0,1,-1,0,-0.399999999999999,3,0,0,-1443,-36
"7348",-2,-3,-1,-8,8,-5,-1,-1,0,0,-0.8,-55,-6,0,-5634,-3787
"7349",-8,3,1,2,-2,1,-1,-1,0,0,0.2,9,-1,0,1232,114
"7350",-13,-3,1,-3,3,-7,-1,-1,0,0,-0.4,16,-21,0,-1163,-1130
"7351",-2,0,1,-2,2,1,0,0,0,0,-0.4,-47,-10,1,-791,-961
"7352",-5,3,-1,-2,2,2,1,1,0,0,0.2,-55,26,0,-771,483
"7353",11,-4,-1,2,-2,2,-1,-1,0,0,0,-15,-6,0,-773,-734
"7354",4,-4,-1,-1,1,1,2,1,1,0,-0.2,-15,-12,0,-1143,-1447
"7355",-7,3,-1,-1,1,0,0,0,0,0,0.2,49,-1,1,1103,1356
"7356",0,1,1,1,-1,2,-2,-1,-1,0,0,31,-8,1,1482,41
"7357",0,-1,-1,1,-1,1,-1,-1,0,0,0.2,-10,13,0,591,192
"7358",24,2,-1,-10,10,-7,-2,-1,-1,0,-0.600000000000001,-1,2,0,-3558,-2346
"7359",-89,0,-1,2,-2,-1,0,-1,1,0,0.4,-27,-8,0,225,1404
"7360",-87,0,-1,6,-6,4,1,0,1,0,1,45,3,1,3613,3509
"7361",1,1,1,3,-3,7,1,1,0,0,-0.2,3,6,0,1545,1417
"7362",-1,-2,1,0,0,3,-1,-1,0,0,-0.2,-5,-16,0,-411,-2213
"7363",2,0,-1,3,-3,5,1,1,0,0,0.600000000000001,33,-7,1,2177,1584
"7364",-4,-7,-1,-11,11,-14,0,0,0,-2,-2.6,-101,-72,0,-10830,-9333
"7365",-1,1,1,4,-4,5,1,1,0,0,0,69,3,1,2312,1079
"7366",-22,8,-1,-1,1,-1,1,1,0,0,-1,-29,-15,0,-2309,-2673
"7367",3,-2,1,-2,2,2,0,0,0,0,-0.600000000000001,9,-16,0,-1696,-2535
"7368",0,-1,1,0,0,3,1,0,1,0,0,-15,-40,1,-246,-870
"7369",3,-1,1,2,-2,-1,0,-1,1,0,-0.4,24,-27,0,543,-624
"7370",-25,-2,1,1,-1,3,-1,-1,0,0,0.2,-21,-1,1,58,203
"7371",32,17,1,6,-6,4,1,1,0,0,0.4,18,8,1,2185,1440
"7372",9,-1,1,2,-2,7,1,1,0,0,-0.600000000000001,-17,-18,1,124,-2259
"7373",-21,-2,-1,-7,7,-7,1,1,0,-1,-1.2,-31,-9,0,-4657,-4000
"7374",2,-2,-1,0,0,1,0,-1,1,0,0,33,-30,0,511,-29
"7375",-3,1,-1,7,-7,12,-1,-1,0,0,0.8,46,-20,1,4171,3497
"7376",-25,0,-1,-7,7,-9,-1,-1,0,0,-0.800000000000001,-26,14,0,-3368,-2587
"7377",24,-1,-1,-5,5,-11,-1,-1,0,-1,-0.2,-5,-8,1,-2368,618
"7378",-30,5,1,1,-1,0,1,1,0,0,0,-25,-5,1,-144,-157
"7379",9,-1,-1,-2,2,-4,1,1,0,0,-0.2,-37,20,0,-2128,264
"7380",-25,0,1,-6,6,-10,0,1,-1,0,-0.4,12,0,0,-2613,-1974
"7381",-3,1,-1,-3,3,0,-1,-1,0,0,-0.4,-13,-20,0,-1325,-959
"7382",2,1,1,2,-2,-3,1,1,0,0,-0.2,-27,-10,1,-209,-353
"7383",-9,2,-1,-8,8,-8,0,0,0,0,-0.600000000000001,-4,1,0,-4232,-2456
"7384",2,-3,-1,-2,2,1,1,1,0,0,0.2,16,11,1,-716,637
"7385",-1,-1,-1,2,-2,3,-1,-1,0,0,0.2,25,-1,0,1621,128
